,label,location,tweet_text
565,,Mindanao Philippines,@krassenstein If he appointed SCOTUS that would overturn Roe v Wade and gay marriage Obama could gave been a satanist and gotten a mulligan
566,,Beyond the grave,Idea for a film: man campaigns for equal marriage rights because mob boss’ daughter is gay and he needs a favour
567,,"Ansião, Portugal","@scottygb I don't know, they ban gay marriage and think they can do anything..."
568,,,Bermuda reppealing the right to Gay marriage is wrong on so many levels.
569,,The World,@BuzzFeed Someone tell Bermuda about gay marriage rights
570,,"Austin, Texas",@MikeStuchbery_ What’s next gay marriage??
571,,Ask Carmen Sandiego,"@TxYankee33 The chemistry between them is something special. Strong body language. Joyless marriage, maybe he should convert to gay."
572,,"Manchester, England",@markantro @Jacob_Rees_Mogg Anti gay marriage a well
573,,"Charlotte, NC","If your son is Gay
Would you walk him down the 
Aisle
#Marriage"
574,,"Virginia, US","Theresa May: I support gay marriage
Theresa May, 2018-02-08: Gay what? lmao nevermind"
575,,Interplanetary Habsburg Empire,"@RivalThoughts Tired: Wars for oil
Wired: Wars for gay ""marriage"""
576,,,did Bermuda wear shorts to distract us from the fact that they outlawed gay marriage?
577,,England,@daily_politics not agreeing with abortion or gay marriage isn't extreme. Thinking homosexuality should be illegal like most Muslim Brits is
578,,Granny Buttons,@MarcherLord1 Enough of that frivolous stuff. Why aren't you protesting about gender pay gaps and the gay marriage ban in Bermuda?
579,,"Amsterdam, Nederland","@chiller @Jacob_Rees_Mogg Tories: we expect all the credit for gay marriage
Also tories: gay marriage is still weird commie shit"
580,,,@bryanbehar @LibTee So gay marriage is evil but affairs with porn stars not so much
581,,"Manchester, UK",Mad how passionate Ken gets on Twitter about Gay Marriage yet I still have no ring on my finger. Hmm.
582,,"Deep South Woods, USA",@HillaryWarnedUs 1990 called to remind you that most Democrats were against gay marriage and did not openly support gay rights.
583,,"Columbus, OH",@tribelaw Didnt they do the exact same thing in Iowa over gay marriage when the SC there overturned ban on it?
584,,Penang . Malaysia,"Okay as a MUSLIM, what do you think about gay marriage? 🤔"
585,,"Sydney, New South Wales",This guy is almost as long-winded as the gay marriage postal survey announcer dude. #PyeongChang2018
586,,almost always gone,@ZZZZwriter @seanmcarroll Well yeah the overturned will generally feel that way.  See also: gay marriage
587,,england,@Telegraph And a jolly good thing too. Gay marriage is an abomination. Other countries should take note...
588,,online,@svgnu how does a gay marriage sound?
589,,"Ringwood, Melbourne","@LyleShelton heres an idea lyle, bermuda has just abolished gay marriage, if you dont like gay marriage, move to bermuda"
590,,Carshalton (UK),@CoreyGriffinNBC Although Bermuda did just become the first country to make gay marriage illegal after it was legal.
591,,Norfolk Broads,"Wow the Bermuda team are wearing shorts, I salute you but at the same time....your country has repealed gay marriage."
592,,United Kingdom,@bmitchellwrites It's quite a contrast with the lengthy and broad debate over things like gay marriage.
593,,,"@omeagoz @theage Baking cakes is not against his religion , it is the connection to gay marriage that is the issue ."
594,,"Glasgow, Scotland","@rachelheldevans Tony Campolo, one of their speakers, is an advocate of gay marriage. This is NOT a gospel revival."
595,,Perth,“Gay marriage ruins the sanctity of marriage” - @Barnaby_Joyce 2017. He says whilst conducting an affair... #BarnabyJoyce
596,,México,@kegsy1963 @richardbranson We might agree or not with gay marriage but foremost we should all agree in fighting for equal rights.
597,,,people are slating gay marriage tome to kms
598,,The Internet is Serious Biznes,@RealWormTales @socgenexp @mtracey Because he said he was in favor of gay marriage after the coast was clear
599,,Planet Vegeta,@GentIeCode Gay marriage is legal in every state
600,,"Ho Chi Minh City, Việt Nam","on demand. The 1st thing these fascists would do if they seized power in a coup would be to ban abortion, gay marriage &amp; trans rights here."
601,,0/2,47. Believe in gay Marriage: Hell yea
602,,Central America,@TheMuseSappho @RantingF @ForneverC You could argue it's progress. A few years ago gay marriage wasn't that common.
603,,Roleplayer Purpose Only,@mushncorn Actually im supporting gay marriage
604,,,@T00ticky @cayden_hope Btw shit defence Milo Y is gay and is anti gay marriage etc so really u can be a self hater etc.
605,,Gentleman Club.,Gay marriage is legal in 6 states. Having sex with a horse is legal in 23. Good going America.
606,,,"@harryBakerMD The process of mainstreaming billionaire expropriation needs to start now. Make it the next gay marriage, legal weed, &amp; M4A"
607,,Sydney,@caseyconway_ The homophobes are still pissed because gay people finally got marriage rights. They hate that.
608,,,"@kellyoxford Unlike being gay, marriage is unnatural."
609,,"Imperial, MO","Whoever still thinks gay Marriage shouldn’t be legal in the US, your mom is a hoe"
610,,,"Banning gay marriage. Moving backwards, boycott Bermuda! @bermuda_tourism"
611,,"Los Angeles, CA via Edmonton","9yo “ELLEN HAS A WIFE?!”
Me “Yeah.”
9yo “SHE’S MARRIED?”

2018: When marriage is more shocking than being gay. ❤️"
612,,,@zack_hatch free drinks? gay marriage is legal man we can pull it off 😉😂😂😂
613,,Melbourne,@GetUp He screwed gay people by protesting against same sex marriage based on traditional family values so stuff him
614,,Gadigal land,"Turnbull: ""This is a deeply personal matter to Barnaby Joyce"". Like the unmarried status of Julia Gillard u mean. Or gay marriage."
615,,,@EdKrassen @HillaryClinton @realDonaldTrump She’s the one that was against gay marriage.
616,,"Melbourne, Victoria",@GabrielConte Coming from a Christian background what are your thoughts on gay marriage?
617,,Lost in my own mind.,"I have an honest question for you, @GayPatriot. What’s your opinion on Bermuda's take on gay marriage?"
618,,"Virginia, USA",@TrailerParkView @washingtonpost Agree.  It is my right to disagree with gay marriage.  Me and hundreds and hundreds of millions of people.
619,,"Louisiana, USA",@mikefreemanNFL This is the slippery slope they warned us about when gay marriage became legal.
620,,,@WASPmafia @MattsOurSemite More hilarious was Halliburton and Monsanto tweeting about gay marriage and noh8 lolol
621,,中华人民共和国,await China homosexual marriage Legalization I'm gay
622,,Vancouver,"No yeah some dude promised me marriage so he could rape me then kill it and be gay too, talk about having your cake and eating it too"
623,,"Newcastle, NSW, Australia",Bloody hell @QueerEye I haven't happy-cried this much since gay marriage was made legal in Oz! Love the new series ❤️
624,,"Boston, MA",@trashygaytweets This tweet single-handedly legalized gay marriage across the world
625,,,Gay marriage got lost in the Bermuda Triangle today.  I gotta look into this.  Enjoy.
626,,,Ben Carson is a dumb ass for that dumb ass shit he said about “gay marriage”
627,,"Philadelphia, PA",@Jaaaaammmie if they outlaw gay marriage he is the man i will marry
628,,Canada,@mlmreigen 8THUDYUSGFDD IT. SAID MARRIAGE PROPOSAL ANDM MY GAY ASS...........................
629,,gotham city,"@mizumohnos @orion_enigma without hannibal, gay marriage wouldn't have been legalized"
630,,,An on going investigation? From what? Trying to murder me and get gay marriage approved? Robbing me? Physically assaulting me? Defaming me?
631,,i: corviida,also he said he doesn’t condone gay marriage today so i’m writing all of my essays on gay couples now &lt;3
632,,Michigan,Andrew hates gay marriage &amp; I 110% support it... Were clearly a separated household
633,,,@lombardo_gail @ChrisRBarron BTW obama and clinton were against gay marriage before they were for it #sorosbot
634,,Solaria,@omeagoz @NBCNews @NBCOUT As gay marriage shouldn't be.
635,,Dunedin,"@flightlessrobot Gay marriage, apparently"
636,,Amsterdam,Wish I could just personally thank @BarackObama for recognizing gay marriage on a federal level. Got my immigration visa now! 🙏🇺🇸
637,,,@hansmast Does she have more or less rights than the baker with a religious conviction against gay marriage?
638,,,@JaredHixx @therealcodybuer Do you want legalized gay marriage to be repealed? Cause that's how you get legalized gay marriage repealed
639,,South Carolina.,@andy50936831 @5mww8 @michaelbayer1 @cheffyjeff @thehill No such thing as “gay marriage.” They’re just appropriating straight culture.
640,,,"@5mww8 @Ohmaar1 @michaelbayer1 @cheffyjeff @thehill Typical lib who can't read. No where does it say ""condemning gay marriage """
641,,South Africa,@angekouya @io9 Uhm wasn't South Africa the fifth country in the world to legalise gay marriage?
642,,USA,@Glen_Pritchard No reason a Christian should be forced to accept gay marriage. It’s unnatural as u can be.
643,,,"@SPMB13 @Glen_Pritchard Gay marriage doesn't exist. It is marriage. 

Homosexuality is natural and normal."
644,,,@DeanAstumian @anglwitch2304 @ShadowSeven50 @vom_marlowe @JamesMartinSJ Gay marriage doesn't exist. It is marriage.
645,,,@heroesdehogan @Mercury_Up @DLoesch Gay marriage doesn't exist. It is marriage. Transgender women are women.
646,,,"@go63blue @Adaripp Gay marriage doesn't exist. It is marriage. 

Wanting equality is not politics."
647,,,"@jinscheekies Hermione will become Minister if Magic and legalize gay marriage. 

#speakitintoexistence"
648,,"Portland, Or",@JessFink The idea of gay marriage was normalized for me when I was young because of a sketch Kids in the Hall did =T
649,,,@TwinkleBerry83 @wisdomofsoloman @l3chsed @itsrupaulryan @DLoesch @Adaripp Gay marriage doesn't exist. It is marriage.
650,,Tobi's a good boy ,"A more advanced way to play involves slapping the cards- when there's doubles, a sandwich, Big Mac, a marriage, gay marriage, etc."
651,,,Remember @Barnaby_Joyce trying to convince you all that gay marriage would destroy his daughters?
652,,he/him,the best part about gay marriage being legal is that now all the sword lesbians can finally marry
653,,"Saint Louis, MO",@laurenduca Hillary+ e-mail x (gay marriage + abortion) = MAGA
654,,,sofia boutella wearing leather jackets made gay marriage legal
655,,"Florida, USA",@dcipoli This article treats opposition to gay marriage as if it’s opposition to gay people breathing. Hardly unbiased.
656,,,@Disneynut1958 @MarkYoungTruth @BFT_Podcast Are you for gay marriage and abortion being legal?
657,,loonaverse,I would give up gay marriage rights for Lady Gaga to release Gypsy as a single
658,,United States,@seanhannity Well she's right about that.  First he was against gay marriage and people and now he's his friends.  Give me a break.
659,,,Is against gay marriage?
660,,India,@aneres_anne I'm not sure about gay marriage rights in the wizarding world but we'll see...
661,,,@FLOTUS @WhiteHouse Liberals wanted to tear down MLKs statue because he was AGAINST gay marriage. Proves how sick they are.
662,,,@paul_noyes1 @DogginTrump @thehill Effectively the same court that legalized gay marriage.
663,,Bear County,Steph Curry is like everyone on why gay marriage is so horrifying and I haven't found a starbucks card with $16.
664,,"Normal, IL","@skinnyd0gs Omg the Republicans were right. If we allow gay marriage to happen, people will soon marry their spaghetti"
665,,east coast,it’s fucking 2018 if you can’t accept gay marriage or the lgbtq+ community you’re walking around with a stick up your ass
666,,Under a Loggia,"@mana_kailani Remember, this moral hypocrite was one of 4 MP's to vote against gay marriage."
667,,Sapphire Coast,@Paul_Karp Gay Marriage poll result is about to be nullified!
668,,"Osaka-fu, Japan",All people who are against gay marriage are still celebrating st valentine s day.. this is ironi
669,,click link before following!,my little brother just told me that “gay marriage is gross” and that if i want to marry a girl i need to be a boy....
670,,USA,"@keotakeota @Pudding_Chaser @Health_n_Hubris It’s based on opinions on marijuana, gay marriage, “transgender rights”, and tattoos."
671,,"The Battle of Yorktown, 1781",@immi_wright We are gay but separately. But our friendship is borderline marriage
672,,oymyakon,@jakebackpack What’s gay marriage like in North Korea?
673,,you did well jonghyun 🕊,i would give up my gay marriage rights for the ark to release a full length album
674,,"Ottawa, Ontario",@NorthernlionLP no joke I was looking up Wikipedia articles for gay marriage a while back &amp; 1 nation had different rules for Lesbians
675,,"PartsUnknown, TN",@jjauthor He probably got a lot of those in the face after legalizing gay marriage.
676,,Under a Loggia,@OneNationPerth Please.  None of those men have sold themselves as religious or moral conservatives and all voted in favour of gay marriage.
677,,Dublin,@Frandumode @9NewsAUS Nothing wrong with gay marriage. Don't use this as a cheap shot at that
678,,,@woodswake that seems very realistic to me. edgeworth has said he doesn’t like marriage but we all know he’s just covering his gay ass
679,,"Sydney, New South Whales 🐳","@LucidTalk @AlexKane221b I'm surprised. I can understand Gay Marriage would be a big fat no, but the ILA!"
680,,lonely hearts club,Also he can rush into a failed marriage and get divorce without consequence from my parents but watch me be gay and single lmao OKAY
681,,Ferndale,Is #Gay Marriage a good thing or a bad thing for #American society?
682,,"Boston, MA","@rebeccagberg See? First we let gay people run for governor, then it's dogs.  Or is that marriage?  I keep getting confused."
683,,,"@sunny so u r faithful Catholic; means u cant sup abort, gay marriage or any platform that enables! or is that not your ""faithful Catholic""?"
684,,"England, United Kingdom",@IiIacdodie HE JUST SAID ROBOSEXUAL IS THE SAME AS GAY MARRIAGE?!?
685,,cmd,so yall mean to tell me cousin marriage was legal before gay marriage?
686,,Revy,@SassyDeplorabl1 How did Obamas get married before gay marriage was legal?
687,,,@fleccas @SenFeinstein Kinda like Obamas reversal on gay marriage huh? It's all about the votes.
688,,Belgium,HAPPY 15 YEARS OF BELGIAN GAY MARRIAGE 🎉🌈 #thatbelgianequality
689,,United States,i would give up gay marriage rights for brooke candy to release an album
690,,"Cookeville, TN",@ClayTravis Yeah the whole no to gay marriage thing would sink obama in 2020 if it was 2008 obama
691,,"Lagos, Nigeria.",@Info24US Gay/lesbian marriage is incompatible with Christianity. Thumbs up to the Catholic school. I pray for her conversion.
692,,Solaria,"@omeagoz @NBCNews @NBCOUT PC is a cancer and gay marriage is sick.
Don't let them brainwash you."
693,,United States,@byy997 @lombardo_gail @ChrisRBarron Right?! I was wondering why the gay backlash. Hell...Trump was for gay marriage before Obama was.
694,,"Los Angeles, CA",Pence should be impeached too there is nothing wrong with gay marriage we hav rites but I'm not gay so
695,,,"@low_tex @RyanTAnd @DavidAFrench @NRO gay ""marriage"" is not private; by defn it is a public expression of grave sin"
696,,"Los Angeles, CA",Pence should be impeached too there is nuthin wrong wit gay marriage we hav rites but I'm not gay so
697,,Norn Irn,@John_g_belfast @JayneMcCormack @DUPleader Would be interesting if direct rule introduced ILA and gay marriage. 😮
698,,El Salvador,"@BlueFoxgui ""I don't have anything against gay marriage as long as the two of them are straight"" or something like that xD see?"
699,,,"""i'm uncomfortable with gay marriage""

why? is it your marriage? are you in a gay marriage? if not, fuck off hun"
700,,Hosted Locally,"i Guess Gay Marriage is a step too far for those Bigots ..,"
701,,"Gaborone, Botswana","Getting dick as a gay man is too easy.... O a be dira hela kabomo.

I'm saving myself for marriage. So ♂‍💁🏽"
702,,309,@matthagerty69 Don’t forget gay marriage is legal now to so don’t be afraid to come out the closet 😘😄🤣
703,,New York City,On this day of Love I have to share: my beloved Nair’d my back. You can keep gay marriage. Our love is here to stay!
704,,Northern Ireland,"I say this without my legal hat on: can Westminster please introduce gay marriage, abortion reform, an ILA and be done with it?"
705,,"Manchester, England",Yet...more DUP voters support gay marriage than oppose it (44% vs 43%)
706,,"Manchester, England",Two thirds of DUP members believe homosexuality is wrong. DUP has blocked gay marriage in NI Assembly five times.
707,,"New York, New York","For the married couples this year- push for sodomy. Because if its good enough for gay marriage it's good enough for you
#ValentinesDaytips"
708,,"London, England",@AlonelnIove @PopCrave If you don't like gay marriage then don't have a gay wedding. Simple.
709,,,"@laurenplatt7 Don’t really support gay marriage, but wouldn’t a baby growing up with with psychological issues."
710,,,In this generation gay marriage is becoming legal and yet I'm nowhere close to finding a date. 😁
711,,phoenix,@brahmresnik The same way we got gay marriage. Extremist Judges!  #Elitess
712,,"Birmingham, UK","You can't teach about gay marriage without offending someone, says Peter Ramsay. This is frustrating and true."
713,,,"Cerys said in the chat she don’t believe in marriage so I asked why, her reply ‘fucking gay ini’. Valid point"
714,,"Cedar Rapids, IA",@JoeMyGod I’m sorry. It’s my gay marriage. It totally ended theirs.
715,,"Pittsburgh, PA",I'm gay and I believe marriage should be between a man and a woman. Some things are the way the are for a reason..
716,,,"I hope gay marriage will be legal in every state, I don't act. ~Tom Consuelos"
717,,,"@BeattieDoug Well done Doug, I believe in a fair society for all. Gay civil marriage is no threat to our society."
718,,"Burlingame, CA","@KFCBarstool 3) allow gay marriage
4) allow female priests 

Boom! Now done"
719,,,@Caelanwashere @Eoghan_Mcanulty We're in a civil partnership until they legalise gay marriage in NI.
720,,Ohio,@DLoesch @itsrupaulryan Democrats were against gay marriage in the 90s
721,,,"@Brainykid2010 @seanhannity So, you're against gay marriage"
722,,header by matty vogel,we have to do a project on a big world issue and i kind of want to do gay marriage/rights but then everyone will Know
723,,,@chadfelixg @Mellecon Mike Pence opposes gay marriage. Mike Pence is a homophobe. There’s your evidence.
724,,"Tyler, TX","@MfHollaAtMe 😂 hell naahh, I don't believe in gay marriage 🤷🏽‍♀️ Ima be single or in a relationship forever"
725,,Brentwood Essex,@Amy_Stone and people were trying to argue that gay weddings ruined the sacredness of marriage!
726,,Ecosse,"@Pmacgiollabhain It's like gay marriage, if you don't like it, don't marry the same gender as yourself."
727,,,"@JillFilipovic I forget sometimes that I am married, after years of boycotting marriage with my partner until gay marriage was legal in NC."
728,,,"Retweeted ArleneTheTory (@ArleneTheTory):

Roses are red, violets are blue, there'll be no gay marriage for you."
729,,London,@CarolineLucas @BorisJohnson Don't forget when he called gay marriage a slippery slope to men marrying dogs.
730,,"Northern Ireland, United Kingdom",#MarriageEquality MAKE GAY MARRIAGE ALLOWED IN NORTHERN IRELAND
731,,London,"@twcuddleston @josh_salisbury ""Flag-waving piccaninies"" ""watermelon smiles"" ""[gay marriage be like] people marrying dogs"""
732,,los angeles,Does gay marriage still exist ? I FUXKIN HOPE SO
733,,Bulgaria,What do you guys think about gay marriage?
734,,"sawyer, they/them","if there are two black people marrying u don't saying ""black marriage"" then why do you say ""gay marriage"" lmfao stfu"
735,,"sawyer, they/them","why are we in 2k18 and there are people that still say shit as ""gay marriage"""
736,,"New Delhi, India","@ANI Both r male ,gay marriage is still punishable"
737,,"Sydney, New South Wales","@chasconnelly @FoxNews Wow. Equating gay marriage with incest, huh? Christ on a cracker ..."
738,,Northern Ireland,"Roses are red, violets are blue, there'll be no gay marriage for you."
739,,,@Madanime64 tbh I'd say people who like milk and those who disagree with gay marriage are on about the same level
740,,,@scottieboy32 @ianpaisleymp should imagine not all are gay but your logic they can't support equal marriage either.
741,,,the most bisexual thing ive ever done was when i did a presentation on gay marriage equality with the guy i had a crush on
742,,,@foreverracin @vannsmole @Adaripp Gay marriage is yuck? Are you thinking about gay sex when you say that? #ClosetCase
743,,"Oxford, UK",@GMB @LoveIsland This is OK but gay marriage is not? People who say gay marriage ruins the tradition of marriage need to see this...
744,,,Sweet fuck..some 🎈on @BBCNolan crying about no priest/Imam being questioned about gay marriage then goes on to compare gayness to incest! 🙈
745,,Australia,@netz_melb I'm pretty sure not one of them opposed gay marriage by stating their belief in the sanctity of marriage
746,,Belfast Northern Ireland,@KuangEleven That kinda sounds like gay marriage to be honest. It's no where near as deviant as the DUP make it out to be
747,,"San Francisco, CA","If gay marriage was illegal, ild be annoyed at this shit #MarriedAtFirstSightau"
748,,damn lonely,ducks are gay marriage
749,,🍣 👎 👎 👎 👎 ,@MLJoeV2 @Jake_Baz have a great your gay marriage
750,,"Lagos, Nigeria","@souzou_no @HistoryToLearn I think if he supported gay marriage at the time, he'd have been beheaded much, much earlier."
751,,"Whangarei, NZ","This is poorly worded, dammit. Their first valentines day since the gay marriage laws."
752,,,@Sandramc8414 @JTMann05 @DonaldJTrumpJr Neither gay marriage nor traditional marriage exist. It is marriage.
753,,,@mexi_pinoy @RichardLStarr @DavidAFrench @benshapiro Gay marriage doesn't exist. It is marriage.
754,,,@AdamPiersen @Vickie627 @ojEY07SrRLWPsRg @cammie8867 @krassenstein @realDonaldTrump Gay marriage doesn't exist. It is marriage.
755,,,"@OnePolitikow @NolanRW8 Gay marriage doesn't exist. It is marriage. 

Child abuse has nothing to do with sexuality."
756,,,@JamesOw07691984 @ConservGayGuy Gay marriage doesn't exist. It is marriage.
757,,,@tharon_pleiades @i_paymyownbills @FiveSecondPose @adviseagainstit Gay marriage doesn't exist. It is marriage.
758,,United States,@ConservGayGuy I want gay marriage to be illegal
759,,,"@CatoInstitute What is Cato's stance on gay marriage? That is a case where unelected federal officials overturned local voters, too."
760,,cali,@TheMercedesXXX Where do you think puritans would stand on abortion or gay marriage?
761,,"Nacogdoches, TX",“I support gay marriage because I’m in a regular marriage and its gay as fuck.” - @joerogan
762,,,@keyahkeyuh_ i’m fr riding dick before marriage = being gay = adultery. goddamn i be so blew.
763,,The Discourse,Gay marriage is always trying to silence us.
764,,"Revere, MA",@BristolsBlog is heading for divorce and it’s all because we made gay marriage legal #familyvalues
765,,,@JTMann05 @DonaldJTrumpJr That's true. He doesn't like Mike Pences view on gay marriage. He believes in traditional marriage.
766,,"Adelaide, Australia",@2xlou_ Well I guess gay marriage really did ruin him????
767,,"Boca Raton, Florida","@BreitbartNews Gentle reminder: Trump is only president in history who, as a candidate, was not against gay marriage."
768,,"Kentucky, USA",@The_Opinionaire @chadfelixg Obama was against gay marriage
769,,"Kentucky, USA",@chadfelixg Wasn't Obama and Hillary against gay marriage in 2007 while running for office?
770,,Greater New York City,"@The_Opinionaire @chadfelixg Clinton and Obama opposed gay marriage too, you moob."
771,,Eastside of The Lo!,@touque42 all you have to do nowadays is be against gay marriage and abortion to have your ticket punched to heaven.
772,,"Texas, USA",@ReiMurasame Gay marriage and in particular it's implementation is the biggest crime against humanity.
773,,"Michigan, USA",@PaintingPastor @NonnaSJF @chadfelixg Who cares indeed? See also: abortion. See also: gay marriage. I also read about these in the Bible.
774,,"Lagos, Nigeria",@EdKrassen @BarackObama @MichelleObama Family man who sign gay marriage into law. Fuck off
775,,https://curiouscat.me/RedPride,"@FratboyCostanza ""he hid in the closet"" only a gay man would allow such a marriage"
776,,"Everett, WA","IT'S 2018 AND THERE STILL PEOPLE FUCKING CALLING GAY MARRIAGE UNNATURAL. 
how the fuck we hoping to make progress in anything"
777,,,@jessconte thoughts on gay marriage? Love ya guys❤️
778,,Italy,I’m pro lgbt I’m supportive of gay marriage and peaceful equality however I don’t condone riots or snowflakes
779,,Boston area,"@BarackObama @MichelleObama Come to my niece’s wedding in Chicago in March, watch your legacy on gay marriage in action."
780,,"Japanifornia
",Ireland approved gay marriage legal nationally!
781,,"Reading, England",@mcashmanCBE A decent government woukd use direct rule to introduce abortion and gay marriage.
782,,"Brisbane, Queensland","@craigjack36 Naaa, gay marriage has wrecked everything, fuck who you like 😂"
783,,,@atax1a @valarauca1 He's not homophobic he just opposed gay marriage. Huge difference.
784,,,"@BillOReilly Another round of tax cuts, repeal gay marriage, and start deporting DACA people. That should make them speechless"
785,,,"@OriginalLama @JaredHixx @therealcodybuer Along with marriage equality, he also supports gay conversion shock therapy"
786,,"Dallas, TX",#ToImmigrantsWithLove: Gay marriage is now legal and I have a thing for accents. Just saying.
787,,"LA,Cali",Gay marriage is awesome
788,,,"They said if gay marriage became legal, people would start marrying dogs and cats, but I guess that was just another bs political promise."
789,,ALL BLM ,"yall: gay people ruin the sanctity of marriage
also yall: vegas marriages exist"
790,,surrounded by idiots,"Windsor wants referendum on gay marriage. YOU'RE ALL SO MEAN FUCK YOU SEE ME RUNNING, TRY TO CARRY ON?"
791,,"Kentucky, USA",@BettyBowers @Adaripp Maybe she shoulda focused on her marriage... instead of a gay man.
792,,"Washington, DC",@danikolsen @adamgoldmanNYT In upstate NY immigration is the big issue. Gay marriage  is only an issue for hardcore religious folks.
793,,"Chicago, IL",WCPXDT: Law &amp; Order - McCoy takes the issue of gay marriage before the state's Sup... #LawAndOrder  #LawAndOrderLive
794,,Italy,@BMDon4U @realDonaldTrump Pro LGBT I support gay marriage proudly however I don’t condone violence or snowflake whining
795,,not scotland,@dgrhms I literally sent an email to our family minister when gay marriage was still illegal but that shitshow was on tv
796,,Northern Ireland 🇬🇧,"@MacnamaraSylvia BBC Radio Ulster day &amp; daily starting to sound like a Gay Radio channel.. all this gay marriage stuff, enough !!"
797,,"Lacombe, Alberta",@jerodmcdaniel Is this why the Christian right is against gay marriage?
798,,"Wilkesboro, NC",@EllenMeister @jacenhsolo @Adaripp @usatodaysports Gay marriage is a Supreme Court both conservative and liberal make it the law
799,,Australia,@laddo09 @DanClarkSports @bigdog1169 I thought it was a tribute run to show support for gay marriage 😂😂😂😂
800,,"Dublin City, Ireland",@chris10001968 @GMickC @83Ways2SkinACat @MaryLouMcDonald .I am also pro gay marriage so calm down. I am just saying that it isn't equal.
801,,,"@Dax_x98 I´m not agree, gay marriage destroy the biological symbiosis who I consider marriage represent. (I'm gay, against gay marriage)."
802,,"Spokane, WA",Y’all remember when gay marriage was legalized and the government made every straight male suck a dick? That was a little fucked up
803,,,@MmmPrexton I would sacrifice gay marriage being legal for pop music like this again
804,,United States,@Susiejwp_susan @imovershit @murdockme @gal_deplorable Maybe gay marriage wasn’t approved in Chicago. So he isn’t really married?
805,,a place on earth ,@BelTel Wrong question . Why is the DUP blocking equal gay marriage rights ? Anyone asking or are you just pretending to be journalists?
806,,California,"@nytimes His opinions “evolved.” You know, like Obama on gay marriage."
807,,@hyrokii,ever since they legalized gay marriage papers
808,,,@CWTWheely Is gay marriage still illegal in Northern Ireland? People should be free to love whoever they want
809,,"Hialeah, FL/Portland, OR",@Froster9000 @katie_gately Yeah exactly I don’t have the patience to debate no brainers like gay marriage and marijuana legalization lol
810,,"Denver, CO","I left when @MittRomney flip flopped on universal healthcare, gay marriage, and abortion after getting the nomination. #WhyILeftTheGOP"
811,,,@gay_raptorninja @hammmimi Platonic marriage fbxb
812,,"Kansasy City, MO","@tanjtanj You are describing precisely the problem I am pointing out with what gay activists did to ""marriage""."
813,,"London, UK",Gay marriage!
814,,,@ManticorPhantom @JaredHixx @EvansPosts They actually do hire gays but yes they oppose gay marriage
815,,"London, UK",@mermhart Oh no @mermhart - since same sex marriage plenty of gay men are Bridget Jones-style singletons too. #hartsvalentinesday
816,,dead in michigan ,@chadwickboseman is gay marriage legal in #Wakanda
817,,dead in michigan ,@JohnBoyega do you think gay marriage is legal in #Wakanda
818,,San Diego CA,@panerabread However...this would be perfect for gay people and their straight friends to stop the marriage questions at family gatherings.
819,,dead in michigan ,is gay marriage legal in #Wakanda #BlackPanther
820,,,@StephenNolan @BBCBreaking Well done dup no gay marriage yeeeeeeoooo
821,,,@BBCNewsNI Good 👏👏👏 no gay marriage in our we country.
822,,"Trafford, Greater Manchester",@DUPleader Other matters? Did you discuss gay marriage?
823,,in my bed,I am so happy that lazy town legalised gay marriage ! 🏳️‍🌈
824,,cjr's | 0118 | sweet lies.,@liarminhyuk is gay marriage even legal
825,,a place on earth ,@JohnPaulWhearty You’re very misguided. The DUP stood firm on gay marriage. It WAS a huge issue for them . But hey don’t shoot the messenger
826,,,@cunning_chops Zuma seems bad but the DUP having any power re Brexit and anti abortion and gay marriage - what is happening?
827,,"Delaware, USA",my mom consistently bashes gay marriage and still wonders why i don’t tell her about my relationships 🤔
828,,,(Gay marriage) Who’s name do they use? What surname do they go with? There’s a problem.
829,,,@caseyconway_ How many would you say support gay marriage?
830,,"Columbus, OH, USA","@MalachiteTiger @historyisneeded @CBSNews Well you can’t do that, the SC said gay marriage was legal. That push isn’t a threat."
831,,"Orlando, FL","I’m a democrat, I think the 2nd amendment should be revoked, I thing gay marriage should be legal everywhere,..."
832,,"Moscow, ID","@_murderdarling It was a woman, and I have no idea! Gay marriage and abortion I guess? They were Mormon"
833,,"Westover Hills, TX",@jaketapper do we know what he thought about gay marriage
834,,Dallas,@nlittletaylor Yeah and this isn't marijuana or gay marriage. It's kids dying at school.
835,,,"@eggandsperm @joeydoughnuts25 Gay marriage doesn't exist. It is marriage. 

People have children without being married."
836,,,@YourSpiritBread @BarackObama Also I’m not gonna take trash talk from a dude who doesn’t support gay marriage. So get a life buddy
837,,United States,@zmikemelton @realDonaldTrump No actuall a Republican lead SCOTUS allowed abortion to be legal as well as gay marriage
838,,,@J_Donaldson_MP Bring in gay marriage if you want to be part of the Uk. And be financially self sufficient.
839,,,"gop: banning guns won't solve anything :(
gop: :(
gop: 🎆 why we need to ban immigrants, abortion, trans ppl, and gay marriage 🎆"
840,,"Sydney, New South Wales","@Missmythology @alieninexile @JaneCaro No culture &amp; no religion in the history of mankind supports or accepts gay marriage.
#socialterrorism"
841,,,Oops #cancelled they’re against gay marriage and adoption I’m out
842,,"Sydney, New South Wales","@JaneCaro No culture &amp; no religion in the history of mankind supports or accept gay marriage.
#socialterrorism"
843,,,so like...banning abortion and gay marriage will get said things to not happen but stricter gun control won’t stop mass shootings...?
